Event_ID,Session_ID,User_ID,Product_ID,Date,Event_Type,Page,Event_Time
E00029861,S0000272,U001525,P000127,2024-10-12,Search,Checkout,21:29:43
E00029862,S0008023,U001316,P000843,2024-08-14,Landing,Search,06:37:00
E00029863,S0003304,U000061,P000250,2025-09-23,Remove From Cart,Search,09:47:04
E00029864,S0006374,U001095,P000180,2024-07-12,Page View,Profile,08:38:12
E00029865,S0005235,U001702,P000356,2025-11-12,Begin Checkout,Home,10:56:38
E00029866,S0003170,U000283,P000827,2024-07-29,Page View,Home,13:35:01
E00029867,S0007560,U001570,P000700,2025-03-13,Remove From Cart,Product,19:38:06
E00029868,S0003414,U001812,P000864,2025-12-22,Wishlist,Checkout,09:29:24
E00029869,S0009305,U001831,P000713,2025-11-16,Category View,Home,22:32:47
E00029870,S0002238,U001540,P000608,2024-11-23,Purchase,Product,08:51:52
E00029871,S0001317,U000529,P000589,2025-08-07,Purchase,Checkout,01:32:27
E00029872,S0003567,U001790,P000821,2024-09-07,Remove From Cart,Profile,06:10:56
E00029873,S0005290,U001465,P000620,2025-11-11,Category View,Product,00:49:51
E00029874,S0006695,U001216,P000810,2025-06-16,Payment,Checkout,22:32:46
E00029875,S0005984,U002000,P000943,2025-11-02,Product View,Product,02:45:12
E00029876,S0005233,U001681,P000407,2024-03-13,Wishlist,Search,01:02:04
E00029877,S0004740,U001225,P000029,2024-02-28,Product View,Category,09:27:31
E00029878,S0000748,U001265,P000285,2025-07-11,Begin Checkout,Category,02:37:25
E00029879,S0000206,U001953,P000835,2025-03-17,Search,Category,15:11:33
E00029880,S0004153,U001339,P000035,2024-02-23,Category View,Category,07:14:51
E00029881,S0000013,U001331,P000545,2025-01-23,Search,Search,00:30:51
E00029882,S0007124,U001504,P000180,2025-11-23,Payment,Home,09:09:31
E00029883,S0000276,U001455,P000517,2024-06-04,Purchase,Home,04:54:49
E00029884,S0003908,U001482,P000561,2025-12-16,Wishlist,Search,03:35:17
E00029885,S0005318,U000689,P000660,2025-02-10,Add To Cart,Checkout,00:03:53
E00029886,S0009258,U000766,P000386,2025-01-07,Product View,Product,10:37:48
E00029887,S0002392,U000696,P000431,2025-09-08,Category View,Home,12:15:31
E00029888,S0005888,U001485,P000921,2024-05-29,Begin Checkout,Search,10:03:51
E00029889,S0007801,U001294,P000937,2025-09-18,Payment,Profile,16:59:39
E00029890,S0004796,U001226,P000398,2025-08-24,Landing,Home,00:41:58
E00029891,S0008114,U000331,P000220,2024-09-14,Product View,Home,15:36:48
E00029892,S0000933,U000300,P000110,2024-05-14,Add To Cart,Checkout,22:55:34
E00029893,S0002416,U000024,P000927,2025-02-18,Search,Product,16:13:23
E00029894,S0008332,U001635,P000285,2025-10-28,Product View,Search,03:35:22
E00029895,S0007166,U001498,P000633,2025-06-11,Product View,Product,10:24:05
E00029896,S0004928,U000754,P000304,2024-09-04,Search,Home,21:54:48
E00029897,S0003367,U000959,P000454,2025-08-16,Purchase,Cart,23:05:56
E00029898,S0003720,U000679,P000730,2024-11-20,Page View,Home,06:32:29
E00029899,S0000224,U000255,P000544,2024-06-09,Add To Cart,Home,14:30:29
E00029900,S0003896,U000364,P000801,2025-11-17,Category View,Home,05:31:21
E00029901,S0006720,U000125,P000516,2025-10-01,Wishlist,Search,02:06:19
E00029902,S0005328,U000883,P000985,2025-12-04,Category View,Search,10:43:28
E00029903,S0009890,U001977,P000357,2024-11-19,Wishlist,Profile,19:50:55
E00029904,S0002464,U000815,P000814,2024-05-02,Remove From Cart,Search,12:04:21
E00029905,S0004979,U000243,P000715,2024-12-29,Page View,Cart,08:43:57
E00029906,S0000264,U001769,P000444,2025-11-22,Remove From Cart,Cart,07:23:47
E00029907,S0005621,U000833,P000532,2024-07-29,Remove From Cart,Cart,08:15:02
E00029908,S0003894,U000643,P000872,2025-03-14,Wishlist,Cart,07:35:27
E00029909,S0008762,U000421,P000808,2024-08-09,Begin Checkout,Home,04:31:53
E00029910,S0009216,U000938,P000739,2024-03-20,Purchase,Search,01:17:12
E00029911,S0009575,U001794,P000064,2025-11-16,Purchase,Cart,23:29:44
E00029912,S0000148,U001082,P000977,2024-04-04,Search,Checkout,14:22:12
E00029913,S0004103,U000795,P000009,2024-04-09,Page View,Product,00:59:17
E00029914,S0000008,U001857,P000613,2024-10-06,Purchase,Checkout,02:08:29
E00029915,S0007769,U001831,P000036,2024-09-17,Begin Checkout,Checkout,21:38:19
E00029916,S0006892,U001290,P000098,2025-08-13,Category View,Home,12:05:59
E00029917,S0000274,U001418,P000490,2025-12-19,Wishlist,Category,00:27:53
E00029918,S0000243,U001732,P000033,2024-11-19,Landing,Product,08:55:49
E00029919,S0001881,U001673,P000045,2024-12-09,Page View,Cart,19:53:49
E00029920,S0003525,U000538,P000944,2024-12-03,Payment,Category,15:54:47
E00029921,S0001510,U000808,P000320,2024-03-26,Payment,Checkout,16:48:46
E00029922,S0006354,U000433,P000174,2024-06-01,Add To Cart,Category,07:32:24
E00029923,S0004076,U000538,P000314,2025-04-14,Landing,Cart,08:21:49
E00029924,S0006515,U000843,P000701,2025-11-04,Wishlist,Home,13:39:05
E00029925,S0003409,U000347,P000929,2024-07-19,Payment,Category,16:50:27
E00029926,S0003725,U001660,P000169,2025-05-12,Payment,Product,15:19:06
E00029927,S0001961,U001966,P000235,2025-06-20,Landing,Cart,10:03:45
E00029928,S0002931,U001273,P000342,2024-01-23,Purchase,Cart,11:50:36
E00029929,S0000134,U000776,P000552,2025-09-08,Remove From Cart,Product,04:25:07
E00029930,S0004567,U001596,P000588,2024-12-03,Remove From Cart,Checkout,06:12:26
E00029931,S0003870,U001238,P000961,2024-01-07,Page View,Profile,01:06:44
E00029932,S0003660,U000422,P000218,2024-06-20,Landing,Search,12:48:57
E00029933,S0008664,U001807,P000378,2025-02-11,Purchase,Checkout,21:47:05
E00029934,S0005079,U000522,P000788,2024-04-26,Category View,Search,14:33:35
E00029935,S0004817,U000778,P000636,2024-10-15,Search,Cart,18:11:16
E00029936,S0002376,U000866,P000590,2025-10-27,Purchase,Cart,15:44:59
E00029937,S0003209,U000547,P000695,2025-08-10,Begin Checkout,Cart,00:31:06
E00029938,S0001813,U000552,P000777,2025-08-28,Add To Cart,Category,08:03:08
E00029939,S0000599,U001162,P000939,2025-02-20,Search,Category,11:42:17
E00029940,S0002213,U000142,P000691,2024-08-09,Product View,Checkout,23:48:51
E00029941,S0006135,U000862,P000237,2025-12-10,Product View,Profile,17:20:36
E00029942,S0008587,U001676,P000143,2025-04-09,Page View,Search,04:59:50
E00029943,S0002966,U000011,P000061,2025-05-20,Wishlist,Search,17:48:18
E00029944,S0007209,U001925,P000122,2024-08-16,Category View,Category,02:24:06
E00029945,S0000569,U001326,P000664,2024-07-26,Wishlist,Checkout,17:48:32
E00029946,S0004224,U000155,P000151,2025-10-09,Wishlist,Cart,09:05:47
E00029947,S0007123,U001022,P000712,2025-01-28,Landing,Profile,13:12:34
E00029948,S0002828,U001896,P000642,2024-08-31,Payment,Profile,19:08:55
E00029949,S0002533,U000101,P000574,2024-01-22,Page View,Profile,17:47:55
E00029950,S0005377,U000375,P000078,2025-07-26,Category View,Profile,17:24:26
E00029951,S0002021,U000298,P000042,2025-06-30,Search,Checkout,03:16:32
E00029952,S0001133,U001370,P000387,2025-08-29,Begin Checkout,Category,16:42:21
E00029953,S0009165,U001910,P000478,2025-01-02,Add To Cart,Category,04:53:42
E00029954,S0000753,U001990,P000839,2024-09-09,Payment,Checkout,23:08:15
E00029955,S0000308,U000369,P000662,2024-08-20,Add To Cart,Category,19:26:12
E00029956,S0008988,U000347,P000753,2024-04-18,Category View,Home,01:25:58
E00029957,S0008864,U000691,P000032,2025-04-24,Remove From Cart,Profile,14:05:51
E00029958,S0002739,U000854,P000001,2025-08-11,Remove From Cart,Cart,02:55:25
E00029959,S0005119,U000076,P000814,2024-01-27,Purchase,Home,18:41:49
E00029960,S0002838,U001765,P000011,2024-09-09,Page View,Category,05:41:37
E00029961,S0004282,U001614,P000477,2025-02-25,Product View,Cart,08:36:36
E00029962,S0009816,U001881,P000816,2024-06-23,Payment,Profile,11:57:07
E00029963,S0005499,U001888,P000445,2025-09-13,Landing,Checkout,00:20:34
E00029964,S0005128,U000314,P000121,2024-12-15,Purchase,Home,23:59:41
E00029965,S0002495,U000202,P000901,2025-04-25,Landing,Search,12:24:25
E00029966,S0001293,U001215,P000443,2025-01-31,Add To Cart,Category,22:17:51
E00029967,S0009222,U000880,P000289,2025-01-24,Search,Product,17:51:39
E00029968,S0001537,U000626,P000418,2025-12-01,Product View,Category,03:58:09
E00029969,S0004243,U001708,P000268,2025-06-23,Category View,Checkout,13:07:22
E00029970,S0001297,U001568,P000526,2025-09-30,Wishlist,Category,18:49:02
E00029971,S0004495,U000453,P000315,2025-12-10,Begin Checkout,Profile,16:23:28
E00029972,S0008580,U001325,P000174,2024-11-22,Wishlist,Profile,14:23:05
E00029973,S0008549,U000150,P000335,2024-08-16,Purchase,Home,03:04:53
E00029974,S0001855,U000377,P000205,2024-06-26,Landing,Category,01:59:01
E00029975,S0000187,U000479,P000698,2024-03-18,Search,Home,01:57:05
E00029976,S0004810,U000918,P000888,2024-08-03,Payment,Product,11:37:43
E00029977,S0004203,U000753,P000495,2025-01-04,Category View,Category,19:54:32
E00029978,S0004135,U000273,P000730,2024-05-03,Page View,Category,13:41:07
E00029979,S0009535,U001240,P000101,2024-03-28,Payment,Cart,06:55:33
E00029980,S0008247,U000153,P000724,2025-04-23,Begin Checkout,Product,04:50:32
E00029981,S0007246,U000404,P000318,2024-10-06,Add To Cart,Checkout,13:27:03
E00029982,S0001017,U001867,P000317,2024-10-16,Payment,Cart,17:10:51
E00029983,S0009408,U001662,P000204,2025-10-31,Product View,Home,16:17:27
E00029984,S0008375,U001760,P000163,2025-04-07,Remove From Cart,Cart,06:18:21
E00029985,S0003008,U000535,P000044,2025-01-23,Purchase,Profile,04:57:36
E00029986,S0003130,U001246,P000512,2025-02-16,Purchase,Category,14:35:16
E00029987,S0007822,U000938,P000065,2025-04-15,Search,Profile,15:51:25
E00029988,S0005263,U000946,P000430,2024-11-02,Add To Cart,Checkout,07:50:23
E00029989,S0006906,U000541,P000760,2025-02-21,Payment,Search,23:56:33
E00029990,S0007424,U001914,P000182,2025-12-28,Landing,Product,09:07:52
E00029991,S0000869,U001400,P000632,2024-03-15,Page View,Cart,23:21:28
E00029992,S0009337,U001222,P000766,2025-03-15,Remove From Cart,Cart,23:25:34
E00029993,S0002744,U001456,P000033,2024-08-30,Payment,Category,22:43:26
E00029994,S0009809,U000415,P000635,2025-01-05,Search,Home,21:32:41
E00029995,S0007266,U000733,P000189,2024-09-02,Product View,Profile,14:07:30
E00029996,S0008758,U000196,P000488,2024-07-25,Page View,Home,20:30:30
E00029997,S0002047,U001404,P000372,2024-05-24,Begin Checkout,Product,10:02:26
E00029998,S0009069,U000030,P000374,2025-09-01,Add To Cart,Product,19:57:46
E00029999,S0001957,U000211,P000518,2024-10-25,Add To Cart,Checkout,23:27:32
E00030000,S0009845,U001655,P000411,2025-11-24,Wishlist,Product,12:02:59
E00030001,S0004269,U000223,P000109,2025-12-02,Wishlist,Cart,16:09:33
E00030002,S0008671,U000023,P000056,2025-10-20,Landing,Profile,03:39:29
E00030003,S0008377,U001560,P000289,2024-04-21,Product View,Checkout,22:29:49
E00030004,S0007998,U000845,P000508,2025-06-09,Wishlist,Category,04:03:09
E00030005,S0005714,U001089,P000261,2025-06-29,Payment,Home,07:11:24
E00030006,S0002951,U001072,P000005,2025-09-07,Product View,Search,00:27:33
E00030007,S0001311,U000577,P000160,2025-07-22,Remove From Cart,Checkout,19:58:33
E00030008,S0008009,U000518,P000198,2025-01-22,Begin Checkout,Product,06:13:18
E00030009,S0003244,U001096,P000939,2025-06-03,Search,Category,01:20:47
E00030010,S0004538,U000229,P000337,2024-01-19,Payment,Product,20:30:43
E00030011,S0008906,U000233,P000703,2024-09-05,Search,Product,05:54:24
E00030012,S0007179,U000935,P000214,2025-05-07,Payment,Profile,23:13:10
E00030013,S0007914,U001104,P000052,2024-11-01,Payment,Cart,05:54:18
E00030014,S0007226,U000591,P000251,2024-02-18,Remove From Cart,Profile,16:18:16
E00030015,S0001382,U001893,P000878,2024-12-03,Add To Cart,Search,04:33:36
E00030016,S0007580,U001705,P000266,2025-12-18,Add To Cart,Checkout,02:24:05
E00030017,S0002469,U000259,P000341,2024-07-14,Wishlist,Product,01:41:49
E00030018,S0009138,U001627,P000845,2024-09-03,Product View,Cart,15:04:55
E00030019,S0003516,U001922,P000628,2024-03-23,Search,Cart,09:58:24
E00030020,S0000190,U000256,P000783,2025-07-29,Remove From Cart,Home,11:07:14
E00030021,S0000126,U000580,P000484,2024-09-17,Purchase,Category,03:21:30
E00030022,S0003837,U000845,P000742,2025-01-29,Purchase,Home,15:16:40
E00030023,S0000022,U001631,P000002,2025-10-11,Remove From Cart,Category,18:19:07
E00030024,S0008441,U000326,P000555,2024-08-07,Remove From Cart,Product,06:44:20
E00030025,S0004336,U001478,P000533,2024-11-22,Search,Category,23:22:11
E00030026,S0000136,U000960,P000789,2025-05-10,Category View,Checkout,18:11:13
E00030027,S0008730,U000455,P000717,2024-10-23,Remove From Cart,Product,16:37:50
E00030028,S0009203,U001791,P000166,2024-02-20,Remove From Cart,Profile,04:53:00
E00030029,S0003165,U001034,P000656,2025-01-11,Category View,Cart,08:13:30
E00030030,S0007592,U001939,P000517,2024-12-23,Landing,Checkout,22:33:10
E00030031,S0001997,U001772,P000121,2025-01-21,Landing,Search,19:58:01
E00030032,S0005730,U000521,P000899,2024-01-05,Product View,Cart,07:53:32
E00030033,S0000484,U000396,P000934,2024-07-20,Wishlist,Checkout,22:17:00
E00030034,S0002937,U000232,P000642,2024-08-02,Add To Cart,Product,17:35:32
E00030035,S0004985,U000833,P000077,2024-07-26,Remove From Cart,Home,04:47:24
E00030036,S0006026,U001509,P000904,2025-02-22,Purchase,Search,19:52:46
E00030037,S0002516,U000946,P000047,2025-11-12,Begin Checkout,Product,11:29:09
E00030038,S0006085,U000643,P000801,2024-02-18,Wishlist,Category,23:16:48
E00030039,S0002128,U001402,P000043,2024-05-08,Search,Checkout,09:40:09
E00030040,S0008709,U000685,P000492,2025-06-07,Search,Cart,18:57:48
E00030041,S0006992,U000101,P000658,2024-01-15,Product View,Category,23:13:31
E00030042,S0008861,U000957,P000603,2025-06-15,Payment,Checkout,01:16:59
E00030043,S0000586,U000936,P000167,2025-02-06,Begin Checkout,Checkout,12:35:23
E00030044,S0001947,U000050,P000914,2025-06-29,Search,Search,21:55:52
E00030045,S0004388,U000244,P000183,2024-03-05,Product View,Cart,21:20:42
E00030046,S0003724,U000028,P000382,2025-02-05,Purchase,Product,05:10:39
E00030047,S0001886,U000330,P000910,2024-09-02,Wishlist,Cart,08:13:44
E00030048,S0008236,U001454,P000602,2024-05-23,Landing,Category,13:04:51
E00030049,S0009829,U000448,P000374,2025-12-25,Page View,Checkout,04:50:15
E00030050,S0007685,U001653,P000038,2025-04-10,Page View,Home,08:35:51
E00030051,S0004077,U001433,P000972,2024-12-30,Landing,Product,09:23:32
E00030052,S0005731,U001901,P000455,2025-09-13,Page View,Profile,10:45:55
E00030053,S0003965,U000413,P000361,2025-03-25,Page View,Product,07:14:26
E00030054,S0000199,U001577,P000093,2025-07-27,Add To Cart,Category,15:10:52
E00030055,S0002450,U000088,P000491,2025-10-20,Payment,Product,17:26:05
E00030056,S0008536,U000519,P000254,2024-07-29,Search,Checkout,14:38:03
E00030057,S0009858,U000358,P000220,2025-08-21,Remove From Cart,Checkout,03:03:27
E00030058,S0005638,U000053,P000391,2025-02-15,Page View,Product,09:51:47
E00030059,S0007397,U001694,P000679,2025-12-07,Payment,Profile,20:19:50
E00030060,S0003212,U000584,P000941,2025-06-26,Begin Checkout,Home,22:59:18
E00030061,S0003054,U001551,P000884,2025-11-02,Purchase,Product,23:33:21
E00030062,S0002403,U000164,P000297,2025-01-23,Category View,Checkout,03:17:57
E00030063,S0003815,U001660,P000970,2024-10-08,Payment,Search,20:51:22
E00030064,S0006374,U001095,P000032,2024-07-12,Category View,Product,12:33:27
E00030065,S0008153,U000854,P000633,2024-08-05,Begin Checkout,Home,15:57:52
E00030066,S0004918,U001733,P000356,2025-03-10,Search,Search,10:44:11
E00030067,S0001356,U000030,P000959,2025-11-29,Wishlist,Search,00:46:54
E00030068,S0004874,U000806,P000025,2025-04-16,Wishlist,Search,01:52:29
E00030069,S0008168,U001371,P000323,2025-01-08,Category View,Cart,08:40:37
E00030070,S0008766,U001224,P000549,2024-01-25,Product View,Category,02:15:20
E00030071,S0003943,U001244,P000487,2025-06-25,Add To Cart,Checkout,10:48:21
E00030072,S0006914,U001703,P000588,2024-03-04,Wishlist,Home,13:25:54
E00030073,S0002922,U001962,P000629,2025-12-10,Purchase,Product,02:29:10
E00030074,S0001299,U001920,P000893,2024-06-05,Remove From Cart,Category,22:48:45
E00030075,S0008494,U000658,P000700,2025-05-05,Category View,Product,16:13:16
E00030076,S0002959,U000637,P000786,2025-12-04,Category View,Cart,02:38:50
E00030077,S0002215,U000466,P000528,2025-01-14,Purchase,Cart,15:11:46
E00030078,S0000949,U000538,P000273,2025-04-22,Begin Checkout,Profile,14:48:37
E00030079,S0008598,U001531,P000567,2025-09-08,Begin Checkout,Checkout,21:14:31
E00030080,S0007654,U001491,P000931,2025-07-29,Begin Checkout,Product,00:40:56
E00030081,S0000116,U001437,P000442,2024-02-05,Wishlist,Cart,05:25:40
E00030082,S0003364,U001930,P000587,2025-04-19,Payment,Cart,11:34:25
E00030083,S0007748,U000116,P000165,2024-12-06,Wishlist,Checkout,09:32:43
E00030084,S0008373,U001499,P000341,2025-04-17,Search,Profile,12:06:52
E00030085,S0006989,U001291,P000508,2024-07-01,Landing,Search,19:56:57
E00030086,S0009027,U001131,P000805,2024-02-24,Payment,Home,06:24:04
E00030087,S0007800,U000038,P000528,2025-03-15,Landing,Profile,05:52:49
E00030088,S0004660,U001259,P000111,2024-11-22,Page View,Product,12:15:46
E00030089,S0000276,U001455,P000443,2024-06-04,Add To Cart,Search,12:58:41
E00030090,S0006437,U000436,P000307,2024-05-20,Landing,Profile,13:12:42
E00030091,S0008953,U001666,P000430,2025-06-11,Category View,Category,15:38:02
E00030092,S0002681,U000398,P000449,2025-10-24,Purchase,Profile,16:34:04
E00030093,S0003014,U000627,P000300,2024-12-09,Category View,Search,11:22:19
E00030094,S0000410,U000638,P000636,2025-10-19,Purchase,Profile,05:18:41
E00030095,S0006997,U001163,P000270,2024-11-29,Product View,Profile,00:42:25
E00030096,S0008561,U001036,P000072,2025-10-31,Purchase,Checkout,11:08:35
E00030097,S0003700,U000918,P000150,2024-02-20,Begin Checkout,Checkout,11:24:56
E00030098,S0000608,U000200,P000447,2025-10-27,Product View,Search,10:26:20
E00030099,S0002807,U001072,P000145,2025-10-16,Search,Home,18:36:45
E00030100,S0006358,U001573,P000603,2025-07-22,Begin Checkout,Home,21:13:18
E00030101,S0001071,U000483,P000011,2024-06-01,Purchase,Category,09:06:05
E00030102,S0004677,U001683,P000945,2025-04-25,Wishlist,Search,05:26:41
E00030103,S0004621,U001947,P000883,2024-11-22,Begin Checkout,Cart,11:19:18
E00030104,S0003471,U001194,P000851,2025-05-29,Page View,Cart,13:27:03
E00030105,S0006285,U000952,P000040,2024-04-03,Landing,Search,18:27:48
E00030106,S0003661,U001800,P000903,2024-08-15,Category View,Profile,06:09:29
E00030107,S0003934,U001744,P000348,2024-08-08,Wishlist,Search,07:49:25
E00030108,S0006851,U001985,P000825,2025-11-14,Search,Checkout,09:10:04
E00030109,S0006937,U000348,P000562,2025-07-02,Landing,Category,13:32:36
E00030110,S0006296,U001550,P000316,2024-09-20,Landing,Category,04:40:07
E00030111,S0002484,U000732,P000995,2025-08-22,Page View,Category,06:40:48
E00030112,S0002317,U001699,P000056,2024-05-10,Page View,Product,15:55:42
E00030113,S0007320,U000241,P000498,2024-06-02,Begin Checkout,Home,16:29:48
E00030114,S0006307,U001756,P000087,2024-12-16,Wishlist,Search,08:19:04
E00030115,S0006761,U000866,P000246,2025-12-02,Begin Checkout,Cart,15:36:57
E00030116,S0004695,U001229,P000028,2025-07-19,Add To Cart,Home,16:53:58
E00030117,S0005564,U001779,P000988,2025-12-18,Purchase,Checkout,21:37:40
E00030118,S0007014,U001807,P000864,2024-06-04,Product View,Cart,18:39:15
E00030119,S0008342,U001908,P000496,2024-09-30,Product View,Category,01:38:29
E00030120,S0002646,U001563,P000469,2025-10-24,Product View,Category,23:00:12
E00030121,S0009549,U000275,P000998,2025-12-14,Category View,Cart,08:15:41
E00030122,S0009552,U000924,P000039,2025-11-20,Add To Cart,Home,17:20:20
E00030123,S0001234,U000861,P000468,2024-03-30,Remove From Cart,Cart,16:33:57
E00030124,S0007180,U000250,P000010,2024-08-12,Remove From Cart,Search,06:59:12
E00030125,S0008260,U000652,P000503,2024-12-10,Purchase,Search,07:32:59
E00030126,S0006538,U001201,P000233,2025-06-11,Purchase,Search,15:56:12
E00030127,S0009735,U000074,P000575,2025-07-03,Add To Cart,Checkout,09:58:57
E00030128,S0004512,U001537,P000380,2024-08-11,Remove From Cart,Checkout,19:32:22
E00030129,S0007431,U000204,P000956,2024-08-10,Landing,Product,12:30:45
E00030130,S0008831,U001885,P000156,2025-10-09,Payment,Cart,13:26:22
E00030131,S0004124,U001600,P000327,2024-07-21,Search,Search,08:35:04
E00030132,S0003666,U000118,P000253,2025-02-16,Wishlist,Product,08:55:48
E00030133,S0007822,U000938,P000475,2025-04-15,Remove From Cart,Checkout,22:11:07
E00030134,S0004648,U000995,P000951,2024-07-18,Landing,Product,15:16:46
E00030135,S0003395,U000509,P000753,2024-04-13,Purchase,Checkout,17:51:16
E00030136,S0000578,U001003,P000938,2025-05-25,Category View,Category,07:04:14
E00030137,S0002597,U001715,P000530,2025-05-15,Category View,Checkout,08:57:25
E00030138,S0007782,U000941,P000258,2025-09-24,Landing,Search,01:46:53
E00030139,S0009505,U000944,P000684,2025-09-26,Category View,Search,13:56:40
E00030140,S0009666,U000811,P000554,2024-10-31,Landing,Profile,06:48:20
E00030141,S0006312,U000914,P000993,2024-12-21,Category View,Category,09:07:34
E00030142,S0005058,U001180,P000455,2025-10-06,Purchase,Product,12:01:36
E00030143,S0001206,U000924,P000079,2024-07-26,Begin Checkout,Product,14:15:14
E00030144,S0009178,U001701,P000417,2025-09-16,Remove From Cart,Search,05:43:22
E00030145,S0005718,U000337,P000687,2024-10-21,Product View,Checkout,23:07:57
E00030146,S0004719,U000768,P000476,2025-04-20,Begin Checkout,Cart,17:23:26
E00030147,S0009750,U000187,P000661,2025-04-11,Begin Checkout,Category,11:38:35
E00030148,S0002527,U000860,P000064,2025-06-03,Payment,Cart,01:37:13
E00030149,S0003136,U000029,P000414,2025-06-21,Product View,Profile,16:46:08
E00030150,S0007023,U001679,P000668,2025-07-13,Add To Cart,Checkout,15:00:38
E00030151,S0004082,U000280,P000050,2024-03-01,Add To Cart,Product,03:41:03
E00030152,S0004949,U000389,P000088,2024-12-27,Remove From Cart,Cart,06:15:51
E00030153,S0009550,U001366,P000241,2025-05-10,Landing,Home,13:26:45
E00030154,S0007350,U000285,P000688,2024-02-05,Add To Cart,Search,06:07:14
E00030155,S0004389,U000426,P000816,2025-08-14,Begin Checkout,Category,09:24:06
E00030156,S0004965,U000243,P000536,2025-09-09,Page View,Product,00:20:37
E00030157,S0003184,U001784,P000025,2025-12-25,Wishlist,Cart,12:32:38
E00030158,S0004341,U000694,P000286,2025-11-02,Page View,Product,11:53:16
E00030159,S0002175,U001360,P000724,2024-09-16,Landing,Profile,18:13:27
E00030160,S0002582,U000031,P000556,2025-05-12,Wishlist,Cart,23:12:19
E00030161,S0008271,U001312,P000701,2025-01-09,Search,Checkout,08:04:39
E00030162,S0007991,U001814,P000611,2025-09-10,Landing,Cart,19:10:36
E00030163,S0002671,U001724,P000450,2025-12-14,Payment,Product,04:07:05
E00030164,S0006796,U001045,P000007,2025-10-31,Product View,Product,06:02:32
E00030165,S0009907,U000394,P000333,2024-01-18,Add To Cart,Category,02:56:07
E00030166,S0007772,U001061,P000595,2025-11-19,Purchase,Search,22:30:54
E00030167,S0003966,U000719,P000584,2024-04-19,Product View,Search,23:57:45
E00030168,S0003642,U000579,P000161,2024-07-21,Purchase,Cart,03:48:20
E00030169,S0005446,U000826,P000784,2025-10-03,Landing,Product,07:46:14
E00030170,S0009765,U001331,P000663,2025-07-25,Product View,Profile,22:08:42
E00030171,S0003607,U001283,P000700,2024-05-24,Purchase,Checkout,03:31:59
E00030172,S0003720,U000679,P000569,2024-11-20,Begin Checkout,Home,06:45:11
E00030173,S0000969,U000867,P000270,2025-08-26,Payment,Checkout,12:12:11
E00030174,S0000769,U000408,P000521,2024-04-30,Landing,Cart,01:16:32
E00030175,S0000394,U001373,P000048,2025-08-01,Product View,Search,18:50:58
E00030176,S0008498,U000853,P000085,2025-11-27,Category View,Cart,15:08:39
E00030177,S0002445,U001170,P000761,2025-05-19,Remove From Cart,Product,15:16:39
E00030178,S0007905,U000082,P000799,2025-06-19,Add To Cart,Checkout,13:34:57
E00030179,S0001376,U000934,P000980,2024-04-22,Landing,Product,22:51:55
E00030180,S0004418,U000990,P000439,2024-10-17,Payment,Profile,09:37:49
E00030181,S0003641,U001632,P000535,2025-09-22,Category View,Home,18:03:25
E00030182,S0005392,U000130,P000045,2025-04-20,Payment,Home,19:26:21
E00030183,S0000773,U000369,P000571,2024-11-02,Category View,Cart,01:22:22
E00030184,S0007079,U000332,P000222,2025-09-13,Begin Checkout,Cart,06:16:55
E00030185,S0003306,U000004,P000148,2024-02-23,Landing,Cart,22:45:20
E00030186,S0007825,U001896,P000267,2024-04-25,Add To Cart,Profile,11:45:20
E00030187,S0009383,U000204,P000649,2025-06-11,Wishlist,Checkout,23:52:09
E00030188,S0003603,U000433,P000125,2024-11-27,Search,Category,16:38:30
E00030189,S0000853,U001330,P000180,2025-03-26,Payment,Profile,04:33:42
E00030190,S0005343,U000988,P000630,2024-10-28,Landing,Category,02:25:07
E00030191,S0009022,U001802,P000462,2025-03-11,Landing,Checkout,01:33:59
E00030192,S0005847,U001612,P000657,2024-08-30,Add To Cart,Cart,16:25:07
E00030193,S0005745,U000609,P000091,2024-05-29,Remove From Cart,Category,11:56:01
E00030194,S0005415,U000728,P000824,2024-09-28,Wishlist,Checkout,00:20:19
E00030195,S0008363,U000049,P000084,2025-09-24,Payment,Product,08:16:55
E00030196,S0007358,U001715,P000329,2025-11-18,Category View,Checkout,13:32:57
E00030197,S0002833,U000439,P000013,2024-04-20,Remove From Cart,Home,13:10:00
E00030198,S0002016,U001582,P000769,2024-09-23,Add To Cart,Home,05:01:57
E00030199,S0000199,U001577,P000636,2025-07-27,Product View,Product,01:49:37
E00030200,S0007366,U001626,P000546,2025-12-26,Search,Search,00:59:41
E00030201,S0007585,U000646,P000134,2025-05-27,Add To Cart,Home,21:39:54
E00030202,S0003973,U000892,P000197,2024-02-04,Landing,Category,11:52:40
E00030203,S0007769,U001831,P000615,2024-09-17,Begin Checkout,Category,08:26:10
E00030204,S0007957,U000550,P000450,2025-07-12,Page View,Product,09:52:42
E00030205,S0007165,U000708,P000756,2024-08-23,Add To Cart,Cart,01:53:26
E00030206,S0008429,U001969,P000765,2024-07-07,Wishlist,Checkout,02:54:43
E00030207,S0004015,U001689,P000862,2024-06-13,Search,Product,14:38:19
E00030208,S0008498,U000853,P000059,2025-11-27,Page View,Product,17:56:14
E00030209,S0006871,U000659,P000910,2024-08-30,Category View,Category,07:45:50
E00030210,S0004373,U000686,P000719,2025-08-29,Wishlist,Category,15:17:30
E00030211,S0003596,U001405,P000692,2025-03-12,Product View,Product,03:42:51
