Product_ID,Category,Subcategory,Brand,Product_Name,Supplier,Country_of_Origin,Price,Cost,Profit_Margin,Rating,Inventory,Status
P000674,Beauty,Makeup,L'Oréal,L'Oréal Beauty Product,Universal Traders,Japan,69.66,35.87,48.51,4.2,256,Active
P000675,Electronics,Laptop,Lenovo,Yoga 9i,Prime Distribution,Vietnam,1170.48,604.81,48.33,4.9,96,Active
P000676,Toys,Educational,LEGO,LEGO Toys Product,Elite Imports,South Korea,117.6,54.11,53.99,4.3,265,Active
P000677,Accessories,Watch,Casio,Casio Accessories Product,Global Supplies Ltd,Germany,190.74,125.5,34.2,4.1,131,Active
P000678,Books,Self Help,HarperCollins,HarperCollins Books Product,NextGen Supply,China,8.83,5.75,34.88,3.7,255,Active
P000679,Accessories,Watch,Casio,Casio Accessories Product,NextGen Supply,Japan,54.39,38.7,28.85,4.4,380,Active
P000680,Fashion,Jackets,Levi's,Levi's Fashion Product,Universal Traders,China,103.05,69.65,32.41,4.5,333,Active
P000681,Fashion,Jackets,Zara,Zara Fashion Product,NextGen Supply,China,164.13,118.67,27.7,4.0,46,Active
P000682,Toys,Building Blocks,Mattel,Mattel Toys Product,Universal Traders,China,61.18,30.75,49.74,4.3,54,Active
P000683,Home,Furniture,Philips,Philips Home Product,Universal Traders,China,524.5,352.05,32.88,4.6,466,Active
P000684,Beauty,Makeup,Lakme,Lakme Beauty Product,ABC Wholesale,Germany,56.02,29.87,46.68,3.6,196,Discontinued
P000685,Accessories,Wallet,Titan,Titan Accessories Product,Global Supplies Ltd,Japan,180.36,117.86,34.65,4.3,169,Discontinued
P000686,Books,Business,Oxford,Oxford Books Product,Global Supplies Ltd,India,54.38,31.94,41.27,3.6,479,Active
P000687,Sports,Running Shoes,Nike,Air Zoom Pegasus 41,ABC Wholesale,China,357.63,214.18,40.11,4.8,286,Active
P000688,Sports,Football,Under Armour,HOVR Phantom,ABC Wholesale,Japan,238.61,153.52,35.66,3.9,52,Active
P000689,Beauty,Makeup,Lakme,Lakme Beauty Product,Universal Traders,Vietnam,54.18,37.17,31.4,4.2,360,Discontinued
P000690,Accessories,Wallet,Casio,Casio Accessories Product,Prime Distribution,USA,83.56,57.39,31.32,3.8,210,Active
P000691,Electronics,Tablet,Samsung,Galaxy Tab S10,Elite Imports,India,1603.78,799.06,50.18,4.3,113,Active
P000692,Home,Furniture,IKEA,IKEA Home Product,Global Supplies Ltd,China,795.11,494.84,37.76,4.2,209,Active
P000693,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,ABC Wholesale,Vietnam,16.1,9.41,41.55,5.0,293,Active
P000694,Fashion,Jeans,Nike,Nike Fashion Product,Elite Imports,USA,60.71,35.66,41.26,4.0,22,Active
P000695,Sports,Gym Equipment,Under Armour,Curry Flow,NextGen Supply,India,405.8,271.3,33.14,4.9,193,Active
P000696,Accessories,Watch,Fossil,Fossil Accessories Product,NextGen Supply,Germany,38.05,17.41,54.24,4.4,132,Discontinued
P000697,Books,Technology,Penguin,Penguin Books Product,Global Supplies Ltd,Germany,41.35,25.84,37.51,3.8,499,Active
P000698,Beauty,Skincare,L'Oréal,L'Oréal Beauty Product,Universal Traders,USA,38.41,25.02,34.86,3.6,282,Discontinued
P000699,Beauty,Makeup,Nivea,Nivea Beauty Product,Universal Traders,Germany,43.37,20.25,53.31,4.5,223,Active
P000700,Toys,Building Blocks,Mattel,Mattel Toys Product,ABC Wholesale,China,49.85,27.69,44.45,5.0,467,Active
P000701,Beauty,Haircare,Nivea,Nivea Beauty Product,Elite Imports,USA,38.19,19.06,50.09,4.6,479,Discontinued
P000702,Toys,Outdoor,LEGO,LEGO Toys Product,Universal Traders,China,30.11,16.29,45.9,5.0,288,Active
P000703,Fashion,Jeans,Zara,Zara Fashion Product,Global Supplies Ltd,China,134.65,97.53,27.57,4.1,304,Discontinued
P000704,Home,Furniture,IKEA,IKEA Home Product,Elite Imports,Vietnam,449.79,208.1,53.73,4.7,447,Active
P000705,Accessories,Wallet,Titan,Titan Accessories Product,Elite Imports,India,16.44,7.41,54.93,3.9,347,Discontinued
P000706,Fashion,Jeans,Puma,Puma Fashion Product,Prime Distribution,Japan,273.9,176.24,35.66,3.5,411,Active
P000707,Accessories,Wallet,Fossil,Fossil Accessories Product,NextGen Supply,Vietnam,149.46,92.62,38.03,4.8,341,Discontinued
P000708,Fashion,Shoes,Puma,Puma Fashion Product,ABC Wholesale,India,182.86,90.3,50.62,4.2,374,Active
P000709,Books,Self Help,Penguin,Penguin Books Product,ABC Wholesale,Vietnam,29.81,21.57,27.64,4.0,168,Active
P000710,Fashion,Clothing,Zara,Zara Fashion Product,NextGen Supply,India,234.11,147.4,37.04,3.8,185,Active
P000711,Sports,Running Shoes,Puma,Velocity Nitro,Universal Traders,Germany,195.27,96.29,50.69,3.7,164,Active
P000712,Accessories,Bag,Casio,Casio Accessories Product,Prime Distribution,China,62.29,37.44,39.89,4.7,427,Active
P000713,Toys,Educational,Mattel,Mattel Toys Product,Global Supplies Ltd,USA,28.37,12.91,54.49,4.0,373,Active
P000714,Home,Lighting,Philips,Philips Home Product,Universal Traders,USA,776.54,389.56,49.83,4.0,401,Active
P000715,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Prime Distribution,South Korea,21.99,10.72,51.25,3.7,60,Discontinued
P000716,Fashion,Shoes,Nike,Nike Fashion Product,Elite Imports,USA,140.75,71.63,49.11,3.5,357,Active
P000717,Accessories,Bag,Fossil,Fossil Accessories Product,Global Supplies Ltd,China,82.39,37.33,54.69,3.6,83,Active
P000718,Beauty,Haircare,Maybelline,Maybelline Beauty Product,ABC Wholesale,China,11.81,8.31,29.64,4.9,316,Active
P000719,Books,Business,Penguin,Penguin Books Product,NextGen Supply,Germany,20.57,12.78,37.87,3.6,316,Active
P000720,Beauty,Makeup,Maybelline,Maybelline Beauty Product,Prime Distribution,USA,45.28,33.6,25.8,3.6,129,Discontinued
P000721,Books,Business,Oxford,Oxford Books Product,Prime Distribution,Japan,43.02,20.74,51.79,4.8,214,Discontinued
P000722,Beauty,Makeup,Maybelline,Maybelline Beauty Product,Global Supplies Ltd,USA,78.85,38.41,51.29,3.7,89,Discontinued
P000723,Books,Technology,Oxford,Oxford Books Product,Universal Traders,South Korea,10.11,5.54,45.2,3.7,165,Discontinued
P000724,Sports,Gym Equipment,Under Armour,HOVR Phantom,Elite Imports,Vietnam,492.93,285.11,42.16,4.8,478,Discontinued
P000725,Books,Self Help,Penguin,Penguin Books Product,NextGen Supply,Japan,42.95,24.43,43.12,4.3,366,Active
P000726,Fashion,Jeans,Adidas,Adidas Fashion Product,Elite Imports,South Korea,185.36,89.07,51.95,4.9,106,Active
P000727,Books,Technology,Penguin,Penguin Books Product,Prime Distribution,Germany,51.89,29.64,42.88,3.8,237,Discontinued
P000728,Sports,Football,Puma,Velocity Nitro,Elite Imports,South Korea,313.49,179.11,42.87,4.2,162,Active
P000729,Accessories,Watch,Fossil,Fossil Accessories Product,ABC Wholesale,Japan,129.35,82.59,36.15,3.7,70,Active
P000730,Fashion,Shoes,Levi's,Levi's Fashion Product,Prime Distribution,Japan,189.28,103.74,45.19,4.0,339,Active
P000731,Fashion,Jeans,Zara,Zara Fashion Product,Elite Imports,India,102.2,61.26,40.06,4.3,297,Active
P000732,Electronics,Smartphone,Apple,AirPods Pro,Elite Imports,Japan,889.21,500.54,43.71,4.2,36,Active
P000733,Sports,Football,Adidas,Predator Elite,Prime Distribution,Vietnam,366.39,218.46,40.38,3.7,365,Discontinued
P000734,Accessories,Wallet,Casio,Casio Accessories Product,Prime Distribution,Germany,23.38,12.37,47.09,4.4,213,Active
P000735,Sports,Running Shoes,Puma,Future Ultimate,Universal Traders,China,90.25,50.53,44.01,4.7,318,Active
P000736,Books,Self Help,HarperCollins,HarperCollins Books Product,Elite Imports,Vietnam,59.58,34.17,42.65,3.6,145,Active
P000737,Beauty,Haircare,Lakme,Lakme Beauty Product,Global Supplies Ltd,South Korea,9.91,5.37,45.81,4.0,30,Active
P000738,Electronics,Headphones,Dell,UltraSharp Monitor,Universal Traders,Germany,2268.31,1202.17,47.0,4.5,321,Active
P000739,Books,Business,HarperCollins,HarperCollins Books Product,Elite Imports,Vietnam,37.77,26.16,30.74,3.7,365,Active
P000740,Books,Business,HarperCollins,HarperCollins Books Product,NextGen Supply,Vietnam,16.66,8.99,46.04,5.0,123,Discontinued
P000741,Fashion,Clothing,Zara,Zara Fashion Product,ABC Wholesale,Vietnam,33.31,24.94,25.13,4.1,135,Active
P000742,Fashion,Jackets,Zara,Zara Fashion Product,ABC Wholesale,China,178.6,108.82,39.07,4.1,197,Active
P000743,Sports,Gym Equipment,Puma,Velocity Nitro,Universal Traders,Vietnam,124.04,70.79,42.93,4.4,252,Active
P000744,Electronics,Television,Lenovo,Legion Pro 5,Prime Distribution,Germany,1323.13,857.71,35.18,4.7,500,Discontinued
P000745,Sports,Gym Equipment,Under Armour,HOVR Phantom,Prime Distribution,Vietnam,247.37,129.15,47.79,4.6,411,Active
P000746,Toys,Building Blocks,Mattel,Mattel Toys Product,Global Supplies Ltd,South Korea,38.5,22.09,42.62,4.7,350,Active
P000747,Sports,Running Shoes,Adidas,Predator Elite,Global Supplies Ltd,India,120.2,62.95,47.63,4.7,257,Discontinued
P000748,Toys,Outdoor,Mattel,Mattel Toys Product,Global Supplies Ltd,India,32.31,15.86,50.91,3.9,431,Active
P000749,Home,Furniture,Prestige,Prestige Home Product,NextGen Supply,Japan,629.05,293.51,53.34,4.8,180,Active
P000750,Fashion,Jackets,Levi's,Levi's Fashion Product,NextGen Supply,South Korea,268.0,152.51,43.09,4.8,451,Active
P000751,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,NextGen Supply,Germany,74.97,45.48,39.34,4.7,416,Active
P000752,Accessories,Watch,Fossil,Fossil Accessories Product,Universal Traders,China,195.57,106.39,45.6,4.7,397,Discontinued
P000753,Beauty,Skincare,Nivea,Nivea Beauty Product,Prime Distribution,China,18.14,13.44,25.91,4.2,150,Active
P000754,Accessories,Bag,Titan,Titan Accessories Product,NextGen Supply,China,85.96,49.61,42.29,4.5,162,Active
P000755,Books,Business,HarperCollins,HarperCollins Books Product,ABC Wholesale,USA,24.02,15.46,35.64,4.9,37,Active
P000756,Beauty,Haircare,Lakme,Lakme Beauty Product,Elite Imports,Vietnam,52.92,34.94,33.98,4.9,370,Active
P000757,Beauty,Makeup,Nivea,Nivea Beauty Product,Global Supplies Ltd,Japan,74.56,54.08,27.47,4.0,499,Active
P000758,Sports,Football,Adidas,Ultraboost 5,NextGen Supply,Vietnam,443.35,301.49,32.0,4.1,37,Active
P000759,Fashion,Jeans,Levi's,Levi's Fashion Product,NextGen Supply,Japan,279.42,153.63,45.02,4.1,490,Active
P000760,Home,Kitchen,Prestige,Prestige Home Product,Universal Traders,China,291.21,183.65,36.94,4.7,397,Active
P000761,Accessories,Watch,Titan,Titan Accessories Product,Global Supplies Ltd,South Korea,163.98,104.79,36.1,4.7,89,Active
P000762,Toys,Outdoor,LEGO,LEGO Toys Product,ABC Wholesale,Vietnam,90.61,43.79,51.67,3.9,385,Active
P000763,Toys,Building Blocks,Mattel,Mattel Toys Product,Elite Imports,USA,112.92,59.64,47.18,4.5,443,Active
P000764,Sports,Football,Adidas,Ultraboost 5,ABC Wholesale,India,214.94,121.05,43.68,4.8,312,Active
P000765,Electronics,Smartphone,Apple,MacBook Air M3,Elite Imports,India,765.19,539.88,29.44,3.6,336,Discontinued
P000766,Sports,Football,Adidas,Ultraboost 5,Prime Distribution,Germany,85.15,56.67,33.45,4.2,491,Discontinued
P000767,Accessories,Watch,Fossil,Fossil Accessories Product,NextGen Supply,India,55.73,39.49,29.14,4.7,167,Discontinued
P000768,Toys,Building Blocks,LEGO,LEGO Toys Product,Prime Distribution,Germany,40.18,28.01,30.29,4.6,116,Discontinued
P000769,Home,Furniture,Philips,Philips Home Product,Global Supplies Ltd,Vietnam,781.26,406.76,47.94,4.2,147,Active
P000770,Accessories,Watch,Fossil,Fossil Accessories Product,Elite Imports,India,219.15,162.68,25.77,4.1,128,Discontinued
P000771,Toys,Outdoor,Hasbro,Hasbro Toys Product,ABC Wholesale,China,23.34,10.91,53.26,4.0,140,Discontinued
P000772,Books,Business,Oxford,Oxford Books Product,Universal Traders,South Korea,46.91,21.75,53.63,3.9,337,Discontinued
P000773,Sports,Running Shoes,Under Armour,Curry Flow,Universal Traders,China,302.83,159.92,47.19,4.3,496,Active
P000774,Accessories,Watch,Fossil,Fossil Accessories Product,ABC Wholesale,South Korea,137.3,67.63,50.74,3.7,42,Active
P000775,Accessories,Wallet,Casio,Casio Accessories Product,ABC Wholesale,Japan,77.9,55.55,28.69,4.4,409,Active
P000776,Books,Self Help,HarperCollins,HarperCollins Books Product,ABC Wholesale,South Korea,59.72,40.56,32.08,3.7,456,Discontinued
P000777,Electronics,Smartphone,Samsung,Galaxy S25 Ultra,Prime Distribution,India,234.28,123.72,47.19,4.6,243,Active
P000778,Accessories,Bag,Fossil,Fossil Accessories Product,ABC Wholesale,South Korea,144.61,84.93,41.27,3.7,388,Active
P000779,Fashion,Shoes,Puma,Puma Fashion Product,Prime Distribution,USA,99.55,69.73,29.95,4.6,441,Active
P000780,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,Universal Traders,India,36.23,17.14,52.69,4.7,366,Active
P000781,Books,Technology,Penguin,Penguin Books Product,NextGen Supply,South Korea,14.34,8.06,43.79,4.9,74,Active
P000782,Home,Furniture,IKEA,IKEA Home Product,Elite Imports,USA,570.55,338.88,40.6,4.4,157,Active
P000783,Books,Business,Penguin,Penguin Books Product,Universal Traders,Japan,24.9,16.67,33.05,4.6,428,Active
P000784,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,ABC Wholesale,Vietnam,64.86,43.66,32.69,4.3,328,Discontinued
P000785,Fashion,Jackets,Levi's,Levi's Fashion Product,Prime Distribution,India,290.21,205.95,29.03,3.6,456,Active
P000786,Home,Kitchen,Philips,Philips Home Product,ABC Wholesale,South Korea,605.76,391.45,35.38,3.7,271,Discontinued
P000787,Sports,Gym Equipment,Adidas,Predator Elite,Global Supplies Ltd,USA,202.7,103.37,49.0,4.2,218,Discontinued
P000788,Sports,Football,Under Armour,HOVR Phantom,ABC Wholesale,Germany,117.59,75.16,36.08,3.6,282,Active
P000789,Accessories,Watch,Titan,Titan Accessories Product,NextGen Supply,South Korea,181.27,132.18,27.08,4.3,351,Active
P000790,Sports,Running Shoes,Under Armour,Curry Flow,Elite Imports,Vietnam,99.85,48.76,51.17,4.9,450,Active
P000791,Toys,Outdoor,Mattel,Mattel Toys Product,Global Supplies Ltd,Germany,20.71,9.6,53.65,3.7,237,Discontinued
P000792,Fashion,Jackets,Levi's,Levi's Fashion Product,ABC Wholesale,Vietnam,183.96,125.2,31.94,3.5,399,Discontinued
P000793,Home,Kitchen,IKEA,IKEA Home Product,Global Supplies Ltd,China,341.76,226.01,33.87,4.0,390,Discontinued
P000794,Accessories,Bag,Titan,Titan Accessories Product,ABC Wholesale,USA,204.4,104.92,48.67,3.6,329,Active
P000795,Fashion,Shoes,Levi's,Levi's Fashion Product,Global Supplies Ltd,Japan,52.67,26.42,49.84,4.2,374,Discontinued
P000796,Accessories,Wallet,Casio,Casio Accessories Product,Universal Traders,Vietnam,175.76,129.88,26.1,4.5,431,Active
P000797,Fashion,Clothing,Adidas,Adidas Fashion Product,Global Supplies Ltd,India,51.34,23.35,54.52,5.0,459,Active
P000798,Beauty,Haircare,Nivea,Nivea Beauty Product,Prime Distribution,South Korea,23.13,16.25,29.74,4.8,295,Active
P000799,Fashion,Jeans,Puma,Puma Fashion Product,Prime Distribution,Japan,138.13,66.98,51.51,4.9,398,Discontinued
P000800,Accessories,Watch,Casio,Casio Accessories Product,Elite Imports,Germany,68.23,36.74,46.15,4.7,220,Active
P000801,Books,Self Help,Penguin,Penguin Books Product,NextGen Supply,USA,45.08,33.53,25.62,4.8,397,Active
P000802,Electronics,Headphones,Dell,Inspiron 16,Universal Traders,Germany,1852.84,1353.66,26.94,4.9,464,Discontinued
P000803,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,Global Supplies Ltd,Japan,48.23,29.71,38.4,3.9,351,Discontinued
P000804,Accessories,Bag,Fossil,Fossil Accessories Product,Universal Traders,South Korea,93.22,61.46,34.07,3.5,167,Active
P000805,Accessories,Bag,Casio,Casio Accessories Product,Prime Distribution,Germany,62.73,45.34,27.72,4.0,328,Discontinued
P000806,Home,Lighting,Philips,Philips Home Product,NextGen Supply,Japan,768.45,537.86,30.01,4.5,396,Active
P000807,Accessories,Wallet,Fossil,Fossil Accessories Product,Prime Distribution,Vietnam,175.77,83.64,52.42,4.2,108,Active
P000808,Home,Kitchen,Prestige,Prestige Home Product,Global Supplies Ltd,USA,341.55,255.52,25.19,4.0,127,Active
P000809,Electronics,Tablet,Sony,PlayStation 5,NextGen Supply,India,560.58,396.8,29.22,4.3,433,Active
P000810,Books,Self Help,HarperCollins,HarperCollins Books Product,Universal Traders,India,14.28,7.39,48.25,3.9,194,Active
P000811,Electronics,Laptop,HP,Pavilion Laptop,NextGen Supply,USA,1361.16,885.91,34.92,4.6,494,Discontinued
P000812,Accessories,Watch,Fossil,Fossil Accessories Product,Universal Traders,Germany,197.72,145.17,26.58,4.7,41,Active
P000813,Home,Furniture,Prestige,Prestige Home Product,Prime Distribution,Vietnam,138.27,74.34,46.24,4.2,279,Discontinued
P000814,Fashion,Jackets,Adidas,Adidas Fashion Product,ABC Wholesale,USA,58.58,41.27,29.55,4.2,232,Active
P000815,Beauty,Makeup,Nivea,Nivea Beauty Product,ABC Wholesale,Germany,17.84,9.45,47.03,4.6,232,Active
P000816,Beauty,Haircare,Maybelline,Maybelline Beauty Product,Elite Imports,USA,22.11,15.27,30.94,4.1,229,Discontinued
P000817,Books,Technology,Penguin,Penguin Books Product,Prime Distribution,USA,8.52,5.89,30.87,4.9,63,Active
P000818,Books,Self Help,HarperCollins,HarperCollins Books Product,Elite Imports,China,28.45,13.12,53.88,4.9,97,Active
P000819,Sports,Gym Equipment,Under Armour,Curry Flow,NextGen Supply,Germany,440.57,293.62,33.35,4.0,196,Active
P000820,Sports,Football,Adidas,Adizero Boston,Elite Imports,South Korea,126.41,77.53,38.67,4.7,353,Discontinued
P000821,Books,Technology,Oxford,Oxford Books Product,Prime Distribution,Vietnam,12.38,7.57,38.85,4.1,388,Active
P000822,Sports,Gym Equipment,Adidas,Ultraboost 5,Universal Traders,Vietnam,275.03,186.23,32.29,3.7,34,Active
P000823,Beauty,Haircare,Lakme,Lakme Beauty Product,Elite Imports,Germany,13.28,6.21,53.24,4.1,341,Active
P000824,Fashion,Shoes,Nike,Nike Fashion Product,Elite Imports,Vietnam,180.28,81.41,54.84,4.0,140,Active
P000825,Books,Technology,HarperCollins,HarperCollins Books Product,NextGen Supply,USA,50.38,31.33,37.81,3.7,213,Active
P000826,Fashion,Clothing,Puma,Puma Fashion Product,ABC Wholesale,Japan,47.44,31.48,33.64,4.7,61,Active
P000827,Electronics,Headphones,Dell,XPS 15 Laptop,Prime Distribution,Japan,333.47,217.77,34.7,4.1,306,Discontinued
P000828,Sports,Football,Under Armour,Curry Flow,NextGen Supply,Japan,373.91,215.03,42.49,3.7,278,Active
P000829,Accessories,Bag,Titan,Titan Accessories Product,Prime Distribution,South Korea,133.16,81.06,39.13,4.5,253,Discontinued
P000830,Electronics,Television,Lenovo,ThinkPad X1 Carbon,ABC Wholesale,China,1563.76,895.39,42.74,3.7,312,Active
P000831,Electronics,Smartphone,HP,Spectre x360,ABC Wholesale,Vietnam,2478.9,1341.03,45.9,4.2,425,Active
P000832,Home,Kitchen,Prestige,Prestige Home Product,Global Supplies Ltd,Vietnam,712.91,366.92,48.53,4.7,270,Active
P000833,Fashion,Jackets,Zara,Zara Fashion Product,Global Supplies Ltd,USA,32.51,19.32,40.57,4.0,251,Active
P000834,Toys,Outdoor,Mattel,Mattel Toys Product,Universal Traders,India,116.67,70.17,39.86,4.2,250,Discontinued
P000835,Home,Kitchen,Prestige,Prestige Home Product,Global Supplies Ltd,USA,505.44,322.0,36.29,4.1,480,Discontinued
P000836,Books,Self Help,Oxford,Oxford Books Product,NextGen Supply,Japan,46.27,29.79,35.62,4.8,382,Active
P000837,Sports,Gym Equipment,Nike,Mercurial Vapor,Global Supplies Ltd,India,478.93,293.37,38.74,4.6,311,Active
P000838,Accessories,Watch,Titan,Titan Accessories Product,Global Supplies Ltd,South Korea,234.68,118.26,49.61,3.5,422,Active
P000839,Beauty,Skincare,Nivea,Nivea Beauty Product,Universal Traders,Germany,29.03,18.19,37.34,4.2,498,Active
P000840,Books,Self Help,HarperCollins,HarperCollins Books Product,Elite Imports,China,52.7,28.73,45.48,3.9,78,Active
P000841,Home,Furniture,Philips,Philips Home Product,Prime Distribution,Vietnam,618.12,306.75,50.37,4.9,367,Active
P000842,Electronics,Laptop,HP,Pavilion Laptop,Global Supplies Ltd,South Korea,287.48,163.0,43.3,4.0,231,Active
P000843,Sports,Running Shoes,Under Armour,HOVR Phantom,Prime Distribution,India,383.5,240.0,37.42,4.2,405,Discontinued
P000844,Fashion,Shoes,Puma,Puma Fashion Product,ABC Wholesale,Japan,174.87,82.13,53.03,3.5,344,Active
P000845,Electronics,Television,Sony,Bravia OLED TV,NextGen Supply,China,728.84,449.27,38.36,4.7,175,Discontinued
P000846,Accessories,Wallet,Fossil,Fossil Accessories Product,Universal Traders,India,197.89,97.5,50.73,4.3,106,Active
P000847,Toys,Building Blocks,Hasbro,Hasbro Toys Product,Global Supplies Ltd,China,123.77,91.38,26.17,4.4,354,Active
P000848,Electronics,Tablet,Apple,AirPods Pro,Universal Traders,Vietnam,2122.8,1197.36,43.6,4.0,343,Active
P000849,Sports,Gym Equipment,Nike,Air Zoom Pegasus 41,Universal Traders,Germany,62.87,29.98,52.31,4.5,445,Active
P000850,Sports,Gym Equipment,Under Armour,HOVR Phantom,Universal Traders,USA,179.6,117.57,34.54,4.0,153,Discontinued
P000851,Sports,Football,Adidas,Adizero Boston,ABC Wholesale,India,246.11,155.01,37.02,3.5,374,Active
P000852,Electronics,Smartphone,HP,Pavilion Laptop,Global Supplies Ltd,South Korea,557.81,344.02,38.33,4.5,270,Discontinued
P000853,Fashion,Shoes,Nike,Nike Fashion Product,NextGen Supply,Japan,208.23,115.75,44.41,4.7,443,Active
P000854,Toys,Outdoor,LEGO,LEGO Toys Product,Global Supplies Ltd,China,74.78,54.65,26.92,4.2,133,Active
P000855,Sports,Running Shoes,Puma,Future Ultimate,Universal Traders,South Korea,172.49,114.76,33.47,3.9,272,Active
P000856,Electronics,Television,Sony,PlayStation 5,Prime Distribution,China,610.8,425.32,30.37,4.1,465,Active
P000857,Accessories,Wallet,Fossil,Fossil Accessories Product,Prime Distribution,South Korea,187.32,122.07,34.83,4.4,109,Active
P000858,Home,Furniture,Prestige,Prestige Home Product,Prime Distribution,Vietnam,747.85,528.46,29.34,4.8,393,Active
P000859,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,NextGen Supply,Germany,51.08,33.42,34.57,4.8,21,Discontinued
P000860,Electronics,Headphones,Sony,PlayStation 5,ABC Wholesale,China,1748.41,1031.52,41.0,4.0,408,Active
P000861,Beauty,Makeup,L'Oréal,L'Oréal Beauty Product,Elite Imports,Germany,38.66,17.46,54.84,3.8,61,Active
P000862,Beauty,Skincare,Nivea,Nivea Beauty Product,Prime Distribution,India,17.34,9.42,45.67,4.4,69,Active
P000863,Accessories,Watch,Casio,Casio Accessories Product,Universal Traders,USA,160.31,88.22,44.97,3.9,75,Discontinued
P000864,Beauty,Skincare,Lakme,Lakme Beauty Product,ABC Wholesale,Germany,64.56,47.33,26.69,4.7,337,Discontinued
P000865,Fashion,Shoes,Levi's,Levi's Fashion Product,Global Supplies Ltd,China,276.68,155.83,43.68,4.8,375,Active
P000866,Home,Kitchen,IKEA,IKEA Home Product,Global Supplies Ltd,Vietnam,494.43,286.55,42.04,3.7,48,Active
P000867,Sports,Running Shoes,Under Armour,Curry Flow,Universal Traders,USA,223.22,158.35,29.06,4.7,339,Active
P000868,Accessories,Bag,Casio,Casio Accessories Product,Elite Imports,Germany,158.62,87.54,44.81,4.9,420,Active
P000869,Accessories,Bag,Titan,Titan Accessories Product,Universal Traders,India,35.92,16.3,54.62,4.6,323,Active
P000870,Home,Lighting,Prestige,Prestige Home Product,ABC Wholesale,Vietnam,345.49,230.58,33.26,4.2,144,Active
P000871,Electronics,Tablet,Apple,MacBook Air M3,Universal Traders,Japan,1355.85,875.22,35.45,4.0,318,Active
P000872,Home,Kitchen,Philips,Philips Home Product,Universal Traders,Vietnam,243.49,180.45,25.89,4.3,356,Active
P000873,Electronics,Television,Samsung,Galaxy Buds 3,Global Supplies Ltd,Japan,957.97,711.73,25.7,4.5,123,Active
P000874,Books,Business,Penguin,Penguin Books Product,Elite Imports,South Korea,43.98,25.96,40.97,4.5,456,Active
P000875,Sports,Running Shoes,Under Armour,Curry Flow,Global Supplies Ltd,Japan,441.77,319.47,27.68,4.2,491,Active
P000876,Beauty,Makeup,Maybelline,Maybelline Beauty Product,Universal Traders,India,22.93,15.37,32.97,4.9,189,Discontinued
P000877,Beauty,Skincare,Nivea,Nivea Beauty Product,Global Supplies Ltd,Vietnam,5.74,3.2,44.25,4.3,92,Active
P000878,Accessories,Wallet,Fossil,Fossil Accessories Product,Universal Traders,USA,96.38,71.57,25.74,3.8,165,Active
P000879,Beauty,Haircare,Lakme,Lakme Beauty Product,Prime Distribution,Vietnam,68.57,35.92,47.62,3.8,110,Active
P000880,Fashion,Clothing,Nike,Nike Fashion Product,Elite Imports,South Korea,240.48,116.22,51.67,4.9,176,Discontinued
P000881,Beauty,Makeup,Lakme,Lakme Beauty Product,NextGen Supply,India,75.59,56.17,25.69,5.0,471,Discontinued
P000882,Fashion,Clothing,Nike,Nike Fashion Product,Prime Distribution,USA,73.1,44.57,39.03,4.5,182,Discontinued
P000883,Beauty,Haircare,L'Oréal,L'Oréal Beauty Product,Universal Traders,India,69.08,37.18,46.18,3.7,146,Active
P000884,Sports,Gym Equipment,Adidas,Adizero Boston,Elite Imports,India,371.83,254.85,31.46,4.7,334,Active
P000885,Home,Kitchen,Prestige,Prestige Home Product,NextGen Supply,USA,414.69,248.64,40.04,4.2,184,Active
P000886,Accessories,Bag,Titan,Titan Accessories Product,Elite Imports,Vietnam,149.48,95.88,35.86,4.7,352,Active
P000887,Beauty,Skincare,Maybelline,Maybelline Beauty Product,Elite Imports,USA,22.58,11.64,48.45,4.1,213,Active
P000888,Books,Business,HarperCollins,HarperCollins Books Product,Global Supplies Ltd,India,47.08,25.35,46.16,4.3,137,Active
P000889,Accessories,Wallet,Titan,Titan Accessories Product,ABC Wholesale,Japan,118.28,68.57,42.03,4.1,274,Active
P000890,Sports,Running Shoes,Under Armour,HOVR Phantom,Elite Imports,India,154.84,73.2,52.73,4.9,170,Active
P000891,Sports,Running Shoes,Adidas,Ultraboost 5,Global Supplies Ltd,Vietnam,47.99,24.48,48.99,3.8,188,Active
P000892,Sports,Gym Equipment,Puma,Future Ultimate,Universal Traders,India,499.25,337.35,32.43,4.6,487,Active
P000893,Electronics,Tablet,Sony,PlayStation 5,Elite Imports,Japan,2081.37,1409.8,32.27,3.5,354,Active
P000894,Toys,Educational,LEGO,LEGO Toys Product,NextGen Supply,South Korea,39.38,20.48,47.99,4.4,302,Discontinued
P000895,Accessories,Watch,Casio,Casio Accessories Product,ABC Wholesale,USA,55.08,37.51,31.9,4.5,127,Discontinued
P000896,Accessories,Watch,Titan,Titan Accessories Product,ABC Wholesale,India,148.6,72.59,51.15,4.9,24,Discontinued
