Session_ID,User_ID,Date,Device,Operating_System,Browser,Traffic_Source,Session_Duration_Min,Page_Views,Bounce,Converted
S0009277,U001284,2024-01-08,Mobile,Windows,Safari,Paid Search,13,6,False,False
S0009278,U001831,2024-12-20,Desktop,Windows,Safari,Facebook,42,9,False,False
S0009279,U001119,2025-12-16,Tablet,Android,Edge,Paid Search,24,11,False,False
S0009280,U001820,2024-09-15,Tablet,iOS,Edge,Facebook,26,2,False,False
S0009281,U001336,2025-06-08,Tablet,Windows,Chrome,Email,9,12,False,False
S0009282,U000127,2025-01-04,Desktop,iOS,Edge,Referral,4,1,True,False
S0009283,U001319,2024-11-18,Desktop,Android,Edge,Referral,56,2,False,False
S0009284,U001352,2025-03-18,Tablet,Android,Safari,Direct,26,10,False,False
S0009285,U001372,2025-08-31,Mobile,Android,Safari,Instagram,26,5,False,False
S0009286,U000681,2024-06-15,Tablet,Android,Safari,Direct,23,8,False,False
S0009287,U000642,2025-10-06,Mobile,Windows,Edge,Email,32,8,False,False
S0009288,U001604,2025-01-09,Mobile,macOS,Firefox,Organic Search,59,7,False,True
S0009289,U001092,2025-11-01,Desktop,Windows,Safari,Email,33,8,False,False
S0009290,U000257,2024-03-18,Mobile,Windows,Firefox,Paid Search,53,10,False,False
S0009291,U001058,2025-01-11,Desktop,Windows,Safari,Facebook,44,8,False,False
S0009292,U001238,2024-09-15,Tablet,Android,Edge,Paid Search,39,5,False,False
S0009293,U000102,2024-08-27,Mobile,iOS,Chrome,Referral,60,9,False,False
S0009294,U000448,2024-03-09,Mobile,macOS,Firefox,YouTube,16,2,False,False
S0009295,U001481,2025-05-11,Desktop,macOS,Chrome,Facebook,48,9,False,False
S0009296,U001361,2025-07-22,Tablet,macOS,Safari,Email,23,12,False,False
S0009297,U001505,2024-01-06,Desktop,iOS,Firefox,Referral,56,5,False,False
S0009298,U001284,2025-03-08,Mobile,Android,Edge,Organic Search,52,12,False,False
S0009299,U001279,2024-07-08,Desktop,Android,Safari,Organic Search,13,1,True,False
S0009300,U001457,2024-09-18,Tablet,Windows,Edge,Organic Search,23,7,False,False
S0009301,U000876,2025-11-08,Tablet,Android,Edge,Email,13,5,False,False
S0009302,U001207,2025-12-01,Tablet,Windows,Chrome,Organic Search,6,3,False,False
S0009303,U000323,2025-01-14,Desktop,Windows,Edge,Facebook,36,9,False,False
S0009304,U000562,2024-02-17,Mobile,macOS,Safari,Email,18,5,False,False
S0009305,U001831,2025-11-16,Mobile,iOS,Firefox,Email,49,9,False,False
S0009306,U000738,2024-09-09,Desktop,macOS,Firefox,YouTube,26,6,False,False
S0009307,U001856,2024-12-05,Tablet,Windows,Firefox,Organic Search,43,9,False,False
S0009308,U001786,2024-01-26,Tablet,macOS,Safari,Referral,21,3,False,False
S0009309,U001161,2024-02-04,Mobile,macOS,Chrome,Organic Search,25,6,False,False
S0009310,U001548,2025-07-16,Mobile,macOS,Firefox,Organic Search,57,10,False,False
S0009311,U001262,2025-08-16,Desktop,Android,Edge,Facebook,48,1,True,False
S0009312,U001251,2024-03-26,Tablet,iOS,Chrome,Email,39,5,False,False
S0009313,U000143,2024-11-18,Tablet,Android,Safari,Referral,7,4,False,False
S0009314,U001717,2024-07-10,Desktop,Android,Firefox,Paid Search,18,3,False,False
S0009315,U000689,2025-05-04,Desktop,macOS,Firefox,YouTube,29,11,False,False
S0009316,U000101,2024-01-21,Tablet,iOS,Safari,Paid Search,53,6,False,False
S0009317,U000985,2024-09-12,Desktop,macOS,Edge,YouTube,35,2,False,False
S0009318,U001937,2025-08-24,Mobile,iOS,Firefox,Referral,33,12,False,True
S0009319,U001184,2025-04-03,Mobile,macOS,Chrome,YouTube,49,10,False,False
S0009320,U000609,2025-10-17,Mobile,macOS,Safari,Paid Search,42,5,False,False
S0009321,U000061,2025-11-05,Mobile,Android,Safari,YouTube,25,6,False,False
S0009322,U000256,2024-03-08,Desktop,Windows,Safari,YouTube,17,3,False,False
S0009323,U001804,2025-01-19,Tablet,Android,Safari,YouTube,9,2,False,False
S0009324,U001610,2024-01-09,Mobile,iOS,Safari,Organic Search,58,4,False,False
S0009325,U000387,2025-07-10,Tablet,macOS,Safari,YouTube,22,10,False,False
S0009326,U001112,2025-10-06,Mobile,Android,Edge,Direct,27,11,False,False
S0009327,U001703,2025-06-22,Tablet,Android,Firefox,YouTube,14,12,False,False
S0009328,U000197,2025-09-16,Mobile,macOS,Chrome,Paid Search,11,8,False,False
S0009329,U000437,2024-08-08,Tablet,Android,Chrome,YouTube,37,2,False,False
S0009330,U000295,2024-02-11,Mobile,macOS,Edge,Email,1,5,False,False
S0009331,U000650,2024-12-21,Mobile,Windows,Edge,Facebook,42,12,False,False
S0009332,U000947,2024-10-14,Tablet,iOS,Chrome,Direct,35,3,False,False
S0009333,U001437,2025-11-27,Tablet,Android,Firefox,Paid Search,35,11,False,False
S0009334,U000684,2025-05-08,Desktop,Windows,Firefox,YouTube,42,10,False,False
S0009335,U000394,2025-01-23,Tablet,Windows,Edge,Instagram,15,10,False,False
S0009336,U000156,2025-10-04,Tablet,Android,Safari,Organic Search,53,11,False,False
S0009337,U001222,2025-03-15,Mobile,macOS,Safari,Direct,39,7,False,False
S0009338,U000380,2025-11-21,Tablet,Android,Edge,Referral,32,4,False,False
S0009339,U000525,2025-07-15,Mobile,Windows,Edge,Paid Search,42,7,False,False
S0009340,U000382,2024-04-10,Desktop,iOS,Firefox,Direct,34,9,False,False
S0009341,U001183,2025-06-12,Mobile,Windows,Safari,Facebook,55,8,False,False
S0009342,U000231,2024-09-19,Desktop,Windows,Firefox,Paid Search,23,4,False,False
S0009343,U000169,2024-05-25,Mobile,macOS,Firefox,Direct,36,12,False,True
S0009344,U000878,2025-06-29,Mobile,macOS,Safari,Paid Search,24,9,False,False
S0009345,U001564,2025-04-24,Tablet,macOS,Firefox,Facebook,20,12,False,False
S0009346,U000299,2024-01-31,Tablet,macOS,Firefox,YouTube,7,1,True,False
S0009347,U001607,2024-10-02,Desktop,Android,Chrome,YouTube,33,6,False,False
S0009348,U001004,2024-10-09,Mobile,iOS,Firefox,Facebook,25,8,False,False
S0009349,U001801,2024-06-07,Desktop,iOS,Edge,Organic Search,15,5,False,False
S0009350,U000094,2025-03-08,Tablet,macOS,Chrome,Referral,46,12,False,False
S0009351,U000154,2025-07-20,Tablet,Android,Edge,Direct,33,5,False,False
S0009352,U001200,2024-03-12,Tablet,Windows,Chrome,Direct,45,5,False,False
S0009353,U001285,2025-01-29,Mobile,Android,Edge,Referral,42,4,False,False
S0009354,U001380,2025-03-19,Desktop,Android,Chrome,Email,29,8,False,False
S0009355,U000164,2024-12-06,Desktop,iOS,Edge,Email,21,1,True,False
S0009356,U001724,2025-01-28,Mobile,Android,Safari,YouTube,60,10,False,False
S0009357,U001860,2024-01-23,Mobile,macOS,Firefox,Paid Search,15,1,True,False
S0009358,U000638,2024-12-21,Tablet,macOS,Safari,Email,39,9,False,False
S0009359,U000452,2024-06-21,Desktop,macOS,Firefox,YouTube,7,12,False,False
S0009360,U001502,2025-05-09,Tablet,Windows,Edge,Facebook,44,4,False,False
S0009361,U000284,2025-08-20,Desktop,Windows,Edge,Referral,56,10,False,False
S0009362,U001617,2025-05-23,Desktop,macOS,Chrome,Facebook,25,9,False,True
S0009363,U000236,2025-10-10,Mobile,iOS,Edge,Organic Search,36,1,True,False
S0009364,U000119,2024-08-16,Mobile,Android,Firefox,Instagram,28,10,False,False
S0009365,U000626,2025-06-10,Desktop,macOS,Edge,Organic Search,25,5,False,False
S0009366,U000196,2025-05-01,Mobile,Android,Edge,Paid Search,40,1,True,False
S0009367,U001752,2025-05-18,Mobile,Android,Safari,Email,36,10,False,False
S0009368,U000766,2024-11-12,Mobile,Windows,Safari,Direct,5,1,True,True
S0009369,U000061,2025-04-26,Desktop,macOS,Edge,Direct,39,11,False,False
S0009370,U000296,2025-03-05,Tablet,Android,Edge,YouTube,13,2,False,False
S0009371,U000476,2025-07-08,Desktop,Android,Edge,Referral,27,8,False,False
S0009372,U000868,2024-04-24,Desktop,macOS,Safari,Email,42,4,False,False
S0009373,U000600,2025-12-07,Tablet,Android,Chrome,Instagram,20,7,False,False
S0009374,U001067,2025-11-05,Tablet,iOS,Safari,Instagram,58,3,False,False
S0009375,U000870,2025-07-07,Desktop,Android,Edge,Organic Search,39,10,False,False
S0009376,U001343,2025-05-20,Tablet,iOS,Firefox,Referral,50,4,False,False
S0009377,U001170,2024-12-22,Desktop,iOS,Edge,Paid Search,47,3,False,False
S0009378,U001261,2025-07-05,Tablet,iOS,Safari,Paid Search,8,5,False,False
S0009379,U001884,2024-04-28,Tablet,Windows,Firefox,Paid Search,37,8,False,False
S0009380,U000325,2025-01-06,Tablet,Windows,Edge,Organic Search,51,9,False,False
S0009381,U001633,2024-08-10,Mobile,Windows,Firefox,Organic Search,7,9,False,False
S0009382,U001035,2024-08-19,Mobile,iOS,Edge,Paid Search,30,11,False,False
S0009383,U000204,2025-06-11,Desktop,Windows,Firefox,Referral,34,2,False,True
S0009384,U001631,2024-04-04,Mobile,macOS,Chrome,Facebook,16,8,False,False
S0009385,U001007,2024-07-08,Desktop,Windows,Firefox,Email,56,1,True,False
S0009386,U001782,2024-05-13,Mobile,Android,Chrome,Email,49,12,False,False
S0009387,U000454,2024-08-23,Desktop,Windows,Chrome,Email,11,6,False,False
S0009388,U000097,2024-10-12,Tablet,macOS,Safari,Email,32,3,False,False
S0009389,U001288,2025-12-24,Mobile,Android,Safari,YouTube,7,2,False,False
S0009390,U000615,2024-12-01,Tablet,Android,Chrome,YouTube,24,2,False,False
S0009391,U001410,2024-03-26,Mobile,Android,Firefox,Email,31,10,False,False
S0009392,U000592,2025-10-22,Mobile,Windows,Firefox,Referral,46,5,False,False
S0009393,U001088,2024-07-09,Desktop,Windows,Safari,Direct,25,2,False,False
S0009394,U001945,2024-06-06,Tablet,iOS,Firefox,Organic Search,39,11,False,False
S0009395,U000817,2024-03-09,Desktop,macOS,Edge,Direct,54,5,False,False
S0009396,U001566,2024-02-24,Mobile,iOS,Chrome,Facebook,57,1,True,False
S0009397,U000535,2025-08-14,Tablet,iOS,Safari,Paid Search,57,7,False,False
S0009398,U000842,2025-10-25,Desktop,iOS,Edge,YouTube,14,7,False,False
S0009399,U000839,2024-07-05,Mobile,Windows,Safari,Email,36,2,False,False
S0009400,U001304,2024-10-28,Desktop,Android,Chrome,Instagram,43,2,False,False
S0009401,U000461,2025-11-09,Tablet,Android,Chrome,Direct,27,3,False,False
S0009402,U001986,2024-05-14,Tablet,Android,Safari,Facebook,15,5,False,False
S0009403,U000403,2024-12-15,Tablet,macOS,Firefox,Organic Search,56,8,False,False
S0009404,U001844,2024-08-29,Tablet,iOS,Chrome,Referral,16,1,True,True
S0009405,U000373,2024-01-26,Tablet,iOS,Firefox,Referral,41,8,False,False
S0009406,U000685,2024-12-05,Mobile,macOS,Chrome,Referral,29,11,False,False
S0009407,U000611,2025-02-07,Mobile,Android,Chrome,Facebook,5,6,False,False
S0009408,U001662,2025-10-31,Desktop,Android,Safari,Facebook,25,5,False,False
S0009409,U001999,2024-06-25,Tablet,macOS,Firefox,YouTube,5,4,False,False
S0009410,U000379,2025-03-17,Mobile,iOS,Safari,Facebook,26,10,False,False
S0009411,U001138,2025-05-10,Tablet,macOS,Firefox,Direct,39,1,True,False
S0009412,U000362,2025-07-30,Desktop,macOS,Edge,Paid Search,1,8,False,False
S0009413,U000629,2025-08-31,Mobile,Android,Chrome,Email,43,2,False,False
S0009414,U001184,2024-07-25,Desktop,Windows,Safari,YouTube,10,1,True,False
S0009415,U000524,2025-05-05,Desktop,iOS,Chrome,Email,10,7,False,False
S0009416,U000072,2025-07-10,Mobile,macOS,Safari,Direct,58,7,False,False
S0009417,U001760,2025-11-28,Mobile,Android,Chrome,Direct,11,6,False,False
S0009418,U001159,2024-10-12,Desktop,iOS,Edge,Referral,7,1,True,False
S0009419,U000049,2025-03-23,Mobile,macOS,Firefox,Referral,12,6,False,True
S0009420,U000339,2024-01-07,Desktop,Android,Firefox,Facebook,32,2,False,False
S0009421,U001098,2024-10-29,Tablet,iOS,Chrome,Instagram,16,5,False,False
S0009422,U001166,2025-07-04,Tablet,Windows,Safari,Paid Search,59,8,False,True
S0009423,U000647,2024-07-28,Mobile,macOS,Safari,Email,54,8,False,False
S0009424,U001017,2024-06-06,Mobile,Android,Safari,Email,12,10,False,False
S0009425,U001652,2025-06-13,Desktop,Android,Edge,Instagram,9,4,False,False
S0009426,U001563,2025-06-30,Mobile,Android,Firefox,Organic Search,51,5,False,False
S0009427,U001720,2025-11-15,Mobile,Android,Chrome,YouTube,34,12,False,False
S0009428,U000791,2025-08-11,Desktop,Android,Safari,Organic Search,36,3,False,False
S0009429,U001816,2024-07-12,Tablet,iOS,Chrome,Direct,52,9,False,False
S0009430,U001245,2025-08-15,Desktop,Windows,Chrome,YouTube,5,12,False,False
S0009431,U000191,2024-08-29,Tablet,Windows,Safari,Facebook,3,9,False,False
S0009432,U000829,2025-08-16,Desktop,iOS,Firefox,Paid Search,41,11,False,False
S0009433,U000853,2024-05-14,Tablet,Android,Firefox,Facebook,25,12,False,False
S0009434,U001601,2025-11-20,Desktop,Windows,Firefox,Paid Search,11,7,False,False
S0009435,U001882,2025-08-20,Desktop,macOS,Firefox,Referral,8,9,False,False
S0009436,U001815,2024-07-30,Tablet,Android,Edge,Facebook,28,2,False,False
S0009437,U001466,2025-08-04,Mobile,macOS,Firefox,Instagram,28,10,False,True
S0009438,U001400,2024-09-25,Desktop,Android,Edge,Instagram,17,6,False,False
S0009439,U001318,2024-05-24,Desktop,Windows,Firefox,Direct,10,6,False,False
S0009440,U000510,2025-10-14,Tablet,Windows,Firefox,YouTube,25,9,False,False
S0009441,U001578,2024-04-01,Desktop,Windows,Edge,YouTube,9,6,False,True
S0009442,U001484,2024-04-18,Desktop,Windows,Safari,Email,59,1,True,False
S0009443,U000176,2025-01-01,Mobile,Android,Edge,Facebook,21,11,False,False
S0009444,U001778,2025-04-23,Mobile,Windows,Firefox,Referral,12,10,False,True
S0009445,U001084,2024-09-18,Tablet,iOS,Firefox,Direct,27,7,False,False
S0009446,U000504,2025-09-10,Tablet,macOS,Edge,Organic Search,58,7,False,False
S0009447,U001706,2024-10-21,Tablet,iOS,Edge,Email,60,12,False,False
S0009448,U001417,2025-03-31,Mobile,iOS,Firefox,Facebook,56,4,False,False
S0009449,U001127,2024-07-26,Mobile,iOS,Edge,Direct,41,7,False,False
S0009450,U001055,2025-09-11,Desktop,Windows,Safari,Referral,46,6,False,False
S0009451,U000883,2025-09-30,Mobile,macOS,Firefox,Organic Search,21,8,False,False
S0009452,U000446,2025-12-26,Tablet,Windows,Chrome,Organic Search,50,5,False,False
S0009453,U001785,2024-11-19,Mobile,Windows,Edge,Email,41,1,True,False
S0009454,U000878,2024-08-25,Mobile,macOS,Edge,Referral,50,6,False,False
S0009455,U001017,2024-06-08,Tablet,iOS,Chrome,Facebook,36,10,False,False
S0009456,U000017,2025-02-19,Mobile,macOS,Safari,YouTube,18,10,False,False
S0009457,U000316,2024-04-28,Mobile,Android,Safari,Paid Search,55,5,False,False
S0009458,U000657,2024-07-26,Tablet,Windows,Firefox,Organic Search,58,5,False,False
S0009459,U001319,2025-03-13,Desktop,Android,Edge,Facebook,24,5,False,False
S0009460,U000147,2024-10-23,Tablet,iOS,Safari,Email,24,1,True,False
S0009461,U000697,2024-07-08,Tablet,iOS,Safari,YouTube,24,4,False,False
S0009462,U000038,2025-04-03,Mobile,Android,Safari,Organic Search,12,4,False,False
S0009463,U001927,2025-05-19,Desktop,macOS,Safari,Facebook,30,2,False,False
S0009464,U000634,2025-05-12,Desktop,Windows,Edge,Facebook,16,6,False,False
S0009465,U000583,2025-03-14,Mobile,iOS,Safari,Referral,30,6,False,False
S0009466,U000203,2025-04-21,Mobile,macOS,Chrome,Instagram,30,9,False,False
S0009467,U001499,2024-06-16,Mobile,Windows,Chrome,YouTube,12,12,False,False
S0009468,U000559,2024-05-02,Mobile,macOS,Chrome,Paid Search,9,8,False,False
S0009469,U000382,2025-11-10,Desktop,iOS,Safari,Paid Search,41,4,False,False
S0009470,U001095,2024-03-20,Desktop,iOS,Chrome,Referral,11,7,False,False
S0009471,U000748,2024-05-10,Mobile,iOS,Chrome,Referral,48,4,False,False
S0009472,U000568,2025-06-11,Mobile,Windows,Safari,Email,17,10,False,False
S0009473,U001411,2024-10-29,Mobile,Android,Chrome,Direct,43,3,False,False
S0009474,U000610,2024-06-29,Tablet,macOS,Chrome,Direct,15,1,True,False
S0009475,U001095,2025-02-13,Tablet,Android,Chrome,YouTube,2,9,False,False
S0009476,U001458,2024-05-04,Mobile,Android,Firefox,Email,49,6,False,False
S0009477,U001678,2025-06-24,Desktop,Android,Chrome,Direct,59,7,False,False
S0009478,U000412,2024-07-19,Tablet,macOS,Firefox,Referral,43,5,False,True
S0009479,U000114,2025-03-20,Mobile,Android,Chrome,YouTube,9,4,False,False
S0009480,U001192,2024-12-23,Tablet,Windows,Safari,Instagram,32,6,False,True
S0009481,U001232,2025-07-10,Desktop,Windows,Firefox,Referral,53,6,False,False
S0009482,U001167,2025-04-16,Tablet,Windows,Firefox,YouTube,25,11,False,False
S0009483,U000446,2024-10-20,Mobile,macOS,Edge,Instagram,23,3,False,False
S0009484,U000604,2025-07-10,Desktop,Android,Chrome,Referral,39,1,True,False
S0009485,U000734,2025-04-19,Desktop,macOS,Chrome,Email,23,8,False,False
S0009486,U001615,2024-02-20,Desktop,Windows,Chrome,Instagram,1,4,False,True
S0009487,U001129,2024-06-27,Mobile,iOS,Edge,Direct,25,8,False,False
S0009488,U000258,2024-09-10,Mobile,Windows,Safari,Direct,18,8,False,False
S0009489,U001072,2024-12-06,Desktop,iOS,Firefox,Email,57,10,False,True
S0009490,U000783,2025-04-04,Tablet,iOS,Edge,Facebook,34,2,False,False
S0009491,U001420,2024-04-18,Mobile,Android,Firefox,Paid Search,14,9,False,True
S0009492,U000525,2025-04-10,Tablet,Windows,Edge,Instagram,46,3,False,False
S0009493,U000492,2025-10-11,Tablet,iOS,Firefox,Organic Search,58,5,False,False
S0009494,U001030,2025-05-05,Desktop,iOS,Firefox,Referral,53,2,False,False
S0009495,U000166,2025-07-26,Desktop,macOS,Chrome,Referral,14,10,False,False
S0009496,U000946,2024-12-31,Tablet,macOS,Firefox,Email,42,5,False,False
S0009497,U000228,2024-07-09,Tablet,iOS,Firefox,Direct,58,2,False,False
S0009498,U000814,2025-05-10,Tablet,Android,Safari,YouTube,29,10,False,False
S0009499,U001092,2024-07-27,Tablet,Windows,Chrome,Organic Search,12,6,False,False
S0009500,U001484,2025-08-21,Desktop,iOS,Safari,Organic Search,15,12,False,True
S0009501,U001879,2024-01-07,Tablet,macOS,Safari,YouTube,19,2,False,False
S0009502,U000401,2025-01-16,Mobile,Windows,Safari,Instagram,16,1,True,False
S0009503,U001321,2025-03-26,Tablet,Windows,Firefox,Email,38,8,False,False
S0009504,U001519,2024-11-03,Tablet,macOS,Edge,Email,21,11,False,False
S0009505,U000944,2025-09-26,Desktop,iOS,Edge,Facebook,23,12,False,True
S0009506,U001024,2025-06-19,Desktop,Android,Firefox,Instagram,6,6,False,False
S0009507,U001147,2025-07-05,Mobile,Android,Safari,YouTube,14,1,True,False
S0009508,U000125,2025-01-31,Tablet,Android,Chrome,Facebook,24,11,False,False
S0009509,U001254,2025-11-01,Tablet,iOS,Firefox,Referral,19,10,False,False
S0009510,U001361,2025-01-17,Mobile,iOS,Edge,Email,39,2,False,False
S0009511,U000325,2024-09-28,Tablet,iOS,Chrome,Direct,31,12,False,False
S0009512,U000885,2024-04-28,Desktop,Android,Firefox,YouTube,10,3,False,False
S0009513,U001261,2025-01-24,Desktop,macOS,Chrome,Facebook,18,7,False,True
S0009514,U001041,2025-08-24,Tablet,macOS,Safari,Instagram,6,1,True,False
S0009515,U001058,2025-08-04,Desktop,iOS,Safari,Direct,29,2,False,False
S0009516,U000577,2025-11-26,Mobile,Windows,Edge,Paid Search,33,10,False,False
S0009517,U000449,2024-07-05,Mobile,macOS,Chrome,Direct,38,7,False,False
S0009518,U001106,2025-03-08,Desktop,macOS,Edge,Referral,52,11,False,False
S0009519,U001237,2024-10-24,Mobile,iOS,Chrome,Instagram,13,1,True,False
S0009520,U000880,2024-03-10,Tablet,iOS,Chrome,Referral,2,11,False,False
S0009521,U001153,2025-04-21,Mobile,macOS,Chrome,Organic Search,26,8,False,False
S0009522,U001035,2025-04-25,Desktop,iOS,Edge,Email,9,8,False,False
S0009523,U000516,2025-04-15,Tablet,Android,Chrome,Organic Search,41,10,False,False
S0009524,U001361,2025-04-10,Tablet,Android,Safari,Referral,31,9,False,False
S0009525,U001046,2024-10-09,Mobile,Android,Chrome,Referral,39,7,False,False
S0009526,U001846,2024-09-12,Mobile,Android,Edge,Paid Search,37,6,False,False
S0009527,U001858,2024-09-06,Mobile,iOS,Edge,Referral,18,2,False,False
S0009528,U000585,2025-07-18,Desktop,iOS,Chrome,Email,45,10,False,True
S0009529,U000870,2024-02-14,Tablet,Android,Edge,Facebook,40,8,False,False
S0009530,U001345,2024-01-13,Desktop,iOS,Edge,Organic Search,12,11,False,False
S0009531,U001685,2025-08-31,Tablet,Android,Edge,YouTube,2,8,False,False
S0009532,U001308,2025-11-01,Tablet,Windows,Firefox,YouTube,23,12,False,False
S0009533,U000475,2024-05-25,Desktop,Android,Edge,YouTube,36,6,False,False
S0009534,U000289,2024-02-11,Mobile,macOS,Edge,Instagram,54,1,True,False
S0009535,U001240,2024-03-28,Mobile,Windows,Firefox,YouTube,47,5,False,False
S0009536,U001120,2025-09-06,Mobile,Windows,Firefox,Email,7,3,False,False
S0009537,U001368,2025-03-13,Desktop,macOS,Chrome,Email,27,3,False,False
S0009538,U001019,2024-02-22,Tablet,Windows,Safari,Instagram,21,4,False,False
S0009539,U001595,2024-02-19,Desktop,macOS,Edge,Direct,37,5,False,False
S0009540,U000045,2025-12-20,Tablet,Windows,Safari,Email,56,5,False,True
S0009541,U000827,2024-04-24,Desktop,macOS,Chrome,Paid Search,57,7,False,False
S0009542,U000471,2024-12-20,Tablet,iOS,Chrome,Referral,33,11,False,False
S0009543,U000307,2025-07-27,Tablet,Windows,Chrome,Instagram,45,5,False,False
S0009544,U000509,2025-07-14,Mobile,Windows,Firefox,Referral,54,6,False,False
S0009545,U000468,2024-02-21,Mobile,iOS,Chrome,Referral,13,7,False,False
S0009546,U001389,2024-07-12,Tablet,Android,Firefox,Organic Search,3,12,False,False
S0009547,U001358,2024-01-06,Tablet,macOS,Safari,Paid Search,41,6,False,False
S0009548,U000845,2025-03-02,Tablet,macOS,Firefox,Organic Search,1,10,False,False
S0009549,U000275,2025-12-14,Tablet,Android,Chrome,Instagram,19,11,False,False
S0009550,U001366,2025-05-10,Mobile,Windows,Firefox,Paid Search,1,5,False,False
S0009551,U000667,2024-02-10,Tablet,macOS,Edge,YouTube,9,1,True,False
S0009552,U000924,2025-11-20,Desktop,macOS,Firefox,Email,22,4,False,False
S0009553,U000436,2024-11-09,Mobile,Windows,Safari,Instagram,28,10,False,False
S0009554,U001765,2024-03-13,Desktop,Android,Edge,Facebook,19,3,False,False
S0009555,U001492,2024-02-20,Mobile,Android,Firefox,Paid Search,47,12,False,False
S0009556,U001600,2025-05-27,Tablet,Windows,Safari,Direct,21,11,False,False
S0009557,U001695,2025-06-07,Mobile,macOS,Edge,Instagram,36,6,False,False
S0009558,U000185,2024-12-06,Tablet,Windows,Firefox,Paid Search,2,11,False,False
S0009559,U001322,2024-02-22,Tablet,Windows,Edge,Paid Search,1,6,False,False
S0009560,U000003,2025-07-16,Mobile,iOS,Chrome,Paid Search,49,12,False,False
S0009561,U001419,2024-10-06,Mobile,Android,Edge,Instagram,41,6,False,False
S0009562,U001828,2025-04-09,Desktop,Windows,Edge,Organic Search,33,6,False,False
S0009563,U001606,2024-10-05,Tablet,iOS,Safari,Organic Search,29,12,False,False
S0009564,U000946,2024-06-03,Desktop,macOS,Edge,Instagram,23,3,False,False
S0009565,U001262,2024-09-23,Tablet,Android,Safari,YouTube,21,11,False,False
S0009566,U001205,2025-03-18,Tablet,Windows,Chrome,Referral,27,2,False,False
S0009567,U001787,2024-10-13,Tablet,iOS,Firefox,Direct,10,5,False,False
S0009568,U000610,2025-02-21,Mobile,Windows,Firefox,Instagram,7,3,False,False
S0009569,U001073,2025-07-15,Tablet,iOS,Firefox,Organic Search,26,11,False,False
S0009570,U001154,2025-12-29,Tablet,iOS,Safari,Referral,18,6,False,False
S0009571,U001018,2024-02-01,Tablet,Windows,Firefox,Direct,21,7,False,False
S0009572,U000673,2024-07-16,Tablet,Android,Safari,Paid Search,47,3,False,False
S0009573,U001492,2024-10-22,Desktop,macOS,Safari,Instagram,1,7,False,False
S0009574,U000832,2024-06-29,Mobile,Windows,Chrome,Organic Search,47,6,False,False
S0009575,U001794,2025-11-16,Desktop,Android,Edge,Email,35,2,False,False
S0009576,U001640,2024-01-08,Mobile,Windows,Safari,Instagram,25,5,False,False
S0009577,U000495,2025-09-10,Desktop,macOS,Chrome,Organic Search,40,9,False,False
S0009578,U000423,2024-02-25,Desktop,macOS,Chrome,Email,31,10,False,False
S0009579,U001267,2024-08-06,Mobile,iOS,Safari,Direct,4,4,False,True
S0009580,U000568,2025-03-04,Desktop,Windows,Safari,Facebook,41,3,False,True
S0009581,U000496,2024-06-24,Tablet,iOS,Safari,YouTube,31,3,False,False
S0009582,U001910,2025-05-26,Tablet,Android,Chrome,Email,1,11,False,True
S0009583,U000659,2025-01-16,Desktop,macOS,Chrome,Instagram,45,4,False,True
S0009584,U001733,2025-02-28,Tablet,Android,Edge,Referral,7,10,False,False
S0009585,U000706,2024-02-14,Mobile,Android,Safari,Email,58,3,False,False
S0009586,U000942,2024-05-25,Desktop,macOS,Edge,Email,37,10,False,False
S0009587,U000407,2025-09-24,Mobile,Android,Firefox,Referral,33,6,False,False
S0009588,U000065,2024-05-08,Mobile,iOS,Edge,Email,14,4,False,False
S0009589,U000408,2024-12-11,Mobile,Android,Safari,Instagram,37,10,False,False
S0009590,U000402,2024-03-22,Desktop,iOS,Chrome,Email,39,3,False,False
S0009591,U001837,2025-08-11,Mobile,Windows,Chrome,YouTube,54,8,False,False
S0009592,U000519,2024-07-09,Mobile,macOS,Safari,Direct,13,9,False,False
S0009593,U000963,2024-06-05,Mobile,Windows,Edge,Direct,43,3,False,True
S0009594,U001737,2025-08-20,Mobile,Windows,Edge,Referral,33,4,False,True
S0009595,U001803,2024-03-18,Tablet,iOS,Safari,Facebook,19,8,False,False
S0009596,U000310,2025-08-17,Tablet,iOS,Safari,Paid Search,60,7,False,False
S0009597,U001807,2025-08-10,Desktop,Android,Chrome,YouTube,16,12,False,True
S0009598,U001840,2025-06-26,Mobile,iOS,Safari,Organic Search,7,1,True,False
S0009599,U001168,2024-12-14,Tablet,Windows,Safari,Facebook,51,7,False,False
S0009600,U001850,2025-04-27,Mobile,Android,Chrome,YouTube,45,9,False,False
S0009601,U000842,2024-01-12,Desktop,macOS,Chrome,Paid Search,33,2,False,False
S0009602,U000589,2024-05-10,Desktop,Android,Safari,Organic Search,44,1,True,False
S0009603,U000526,2024-02-20,Tablet,Windows,Edge,Direct,57,7,False,False
S0009604,U001231,2024-04-03,Tablet,Windows,Firefox,Direct,25,1,True,False
S0009605,U001503,2024-11-09,Desktop,Windows,Firefox,Instagram,17,6,False,False
S0009606,U000232,2024-04-21,Mobile,Android,Firefox,Direct,48,9,False,False
S0009607,U001990,2024-02-16,Mobile,Android,Edge,Organic Search,36,8,False,False
S0009608,U000953,2024-02-15,Desktop,iOS,Edge,Facebook,29,8,False,False
